"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.051723696E1,1.246827375E-2,-5.151049811E-3,-1.380673796E-1,1.387248805E-1
1.052719296E1,-1.039313346E-2,7.436342686E-3,-2.141098344E-1,2.144908800E-1
1.053714996E1,-2.323835162E-2,-2.530101176E-2,-2.380617839E-1,2.405277014E-1
1.054710596E1,-1.090312030E-2,-1.961225566E-2,-2.669546306E-1,2.678960496E-1
1.055706196E1,-1.452037236E-2,-1.617394667E-2,-2.269871575E-1,2.280254534E-1
1.056701796E1,4.053728431E-3,-7.454596963E-3,-1.781898040E-1,1.783917318E-1
1.057697396E1,-4.271756485E-3,-4.353635777E-3,-1.668134612E-1,1.669249319E-1
1.058692996E1,1.850387938E-3,-3.742218018E-3,-1.778904265E-1,1.779394054E-1
1.059688696E1,-5.504641905E-3,-4.451119825E-3,-1.295415545E-1,1.297348368E-1
1.060684296E1,2.998068463E-3,-2.793233190E-3,-1.609785247E-1,1.610306678E-1
1.061679896E1,-5.356871802E-3,5.904189460E-3,-1.708591497E-1,1.710450367E-1
1.062675496E1,-1.665257782E-2,-5.586119201E-3,-2.373232806E-1,2.379723778E-1
1.063671096E1,-1.625001529E-2,5.620215777E-3,-2.401661968E-1,2.407809210E-1
1.064666696E1,-1.450085727E-2,1.479800547E-2,-2.344780254E-1,2.353915891E-1
1.065662296E1,-1.145637654E-2,1.510513047E-2,-1.819361150E-1,1.829211947E-1
1.066657996E1,-2.296475675E-2,1.029349325E-2,-1.457108599E-1,1.478681533E-1
1.067653596E1,-1.481443249E-2,-1.275964782E-2,-1.466101617E-1,1.479081320E-1
1.068649196E1,-2.233658306E-2,-2.815406928E-2,-1.603844476E-1,1.643616305E-1
1.069644796E1,-1.040230628E-2,-3.581880055E-2,-2.256498992E-1,2.287117651E-1
1.070640396E1,-1.006806482E-2,-2.712488623E-2,-2.647221637E-1,2.662986093E-1
1.071635996E1,-2.150532827E-3,-1.231209828E-2,-3.334316254E-1,3.336657929E-1
1.072631596E1,-1.813554134E-2,-1.189692769E-2,-3.936047369E-1,3.942018819E-1
1.073627296E1,-1.875737445E-2,9.826172814E-3,-5.154501861E-1,5.158849553E-1
1.074622896E1,-1.465929855E-2,3.708289549E-2,-5.359516937E-1,5.374330229E-1
1.075618496E1,-1.931867061E-2,2.875079591E-2,-5.157448858E-1,5.169067677E-1
1.076614096E1,-7.882722784E-3,-5.563497785E-3,-4.486843389E-1,4.487880634E-1
1.077609696E1,-2.661899244E-2,-4.929272231E-2,-4.751786578E-1,4.784695393E-1
1.078605296E1,-1.780685473E-2,-5.517248137E-2,-4.600583428E-1,4.636968466E-1
1.079600996E1,1.965607323E-2,-3.186162427E-2,-4.045209038E-1,4.062495366E-1
1.080596596E1,4.487061929E-3,-4.011020003E-2,-4.414922637E-1,4.433332615E-1
1.081592196E1,-8.139324188E-3,-3.776786026E-2,-4.590035051E-1,4.606266140E-1
1.082587796E1,2.836100589E-3,-3.433369914E-2,-4.814550591E-1,4.826860473E-1
1.083583354E1,1.828203237E-2,-2.004080174E-2,-5.043556792E-1,5.050846637E-1
1.084578954E1,-8.514276892E-4,-5.942762811E-3,-5.604901189E-1,5.605222696E-1
1.085574554E1,-7.905015294E-3,-1.592982542E-2,-6.330897331E-1,6.333394499E-1
1.086570254E1,-5.760969222E-4,-8.585960101E-3,-6.260549480E-1,6.261140858E-1
1.087565854E1,-5.925659705E-3,-1.521237206E-2,-6.161749077E-1,6.163911474E-1
1.088561454E1,-8.195914272E-3,-5.329919793E-4,-5.992600822E-1,5.993163633E-1
1.089557054E1,-1.336238611E-2,-2.461328784E-2,-6.197691911E-1,6.204016583E-1
1.090552654E1,-8.409100100E-3,-9.371021893E-3,-6.413278753E-1,6.414514577E-1
1.091548254E1,-4.360140804E-3,-1.047000607E-2,-6.726116484E-1,6.727072628E-1
1.092543954E1,-2.055453446E-2,-2.570015732E-2,-6.937183428E-1,6.944984709E-1
1.093539554E1,-3.501436986E-2,-1.927260552E-2,-7.056940252E-1,7.068249405E-1
1.094535154E1,-2.310863480E-2,-1.721659658E-2,-7.435658562E-1,7.441240506E-1
1.095530754E1,-4.706736339E-2,-2.345614213E-2,-7.950599456E-1,7.967972417E-1
1.096526354E1,-4.754886333E-2,-2.709062520E-2,-8.158649236E-1,8.176982145E-1
1.097521954E1,-2.824654665E-2,-2.118652711E-2,-8.535841423E-1,8.543141251E-1
1.098517554E1,-4.748750411E-2,-2.405235713E-2,-8.558300579E-1,8.574839164E-1
1.099513254E1,-4.186160557E-2,-3.427679842E-2,-8.908572185E-1,8.924986704E-1
1.100508854E1,-2.759613527E-2,-4.578890624E-2,-8.877125859E-1,8.893209802E-1
1.101504454E1,-2.492499925E-2,-5.591913426E-2,-8.734927422E-1,8.756356410E-1
1.102500054E1,-3.118437052E-2,-4.612884874E-2,-8.953496343E-1,8.970793183E-1
1.103495654E1,-1.368451288E-2,-3.728378389E-2,-8.902602178E-1,8.911456681E-1
1.104491254E1,-4.722631630E-3,-3.283392487E-2,-9.257393682E-1,9.263334970E-1
1.105486854E1,1.339633651E-3,-2.200321868E-2,-9.103243536E-1,9.105912173E-1
1.106482554E1,-1.727572655E-2,-2.493256409E-2,-9.411608148E-1,9.416494904E-1
1.107478154E1,-1.040051557E-2,-4.183120005E-2,-9.618178582E-1,9.627832635E-1
1.108473754E1,5.899018329E-3,-3.331858596E-2,-1.011962995E0,1.012528533E0
1.109469354E1,-5.135792233E-3,-2.782342751E-2,-1.014055713E0,1.014450348E0
1.110464954E1,-5.170053262E-3,-1.778962372E-2,-1.038304701E0,1.038469958E0
1.111460554E1,-8.740710318E-3,-2.505528253E-2,-1.066298831E0,1.066628972E0
1.112456154E1,-1.788738186E-2,-2.494347280E-2,-1.046987232E0,1.047437062E0
1.113451854E1,-1.611794131E-2,-3.615033768E-2,-1.051628167E0,1.052372765E0
1.114447454E1,-2.743023880E-2,-3.329263894E-2,-1.037855635E0,1.038751721E0
1.115443054E1,-2.356418772E-2,-1.783398947E-2,-1.014654468E0,1.015084732E0
1.116438654E1,-1.582172502E-2,-3.062638169E-2,-1.013004969E0,1.013591322E0
1.117434254E1,-2.569228185E-2,-3.891959729E-2,-1.016750110E0,1.017819048E0
1.118429854E1,-3.144058820E-2,-1.990595033E-2,-1.025580575E0,1.026255462E0
1.119425554E1,-1.078537200E-2,-3.166133886E-2,-1.036359918E0,1.036899534E0
1.120421154E1,-1.905423028E-2,-3.454602616E-2,-1.021688669E0,1.022450110E0
1.121416754E1,-3.121455677E-2,-9.979260229E-3,-1.012258279E0,1.012788605E0
1.122412354E1,-7.928952333E-3,1.067007221E-3,-1.006717458E0,1.006749247E0
1.123407954E1,-2.803849541E-2,-9.669138528E-3,-1.001029871E0,1.001469147E0
1.124403554E1,-4.288923545E-2,-2.051279996E-2,-9.672019744E-1,9.683697232E-1
1.125399154E1,-2.771496166E-2,-3.801569084E-2,-1.005969599E0,1.007069087E0
1.126394854E1,-4.362589326E-3,-3.382944988E-2,-9.951890874E-1,9.957734599E-1
1.127390454E1,-2.249855094E-2,-3.780303491E-2,-9.764756584E-1,9.774660944E-1
1.128386054E1,-7.585629411E-3,-5.073237989E-2,-1.005816402E0,1.007123602E0
1.129381654E1,-7.383809108E-3,-4.362026531E-2,-9.917456621E-1,9.927319409E-1
1.130377254E1,1.768782735E-4,-4.079401363E-2,-1.021985123E0,1.022798990E0
1.131372854E1,-1.475716632E-2,-4.983762799E-2,-9.847132158E-1,9.860840129E-1
1.132368554E1,-1.345740337E-2,-4.611114264E-2,-1.003124928E0,1.004274346E0
1.133364154E1,-6.657785922E-3,-1.858003937E-2,-9.426483464E-1,9.428549459E-1
1.134359754E1,-2.629529424E-3,-2.243359203E-2,-9.459426677E-1,9.462122971E-1
1.135355354E1,-6.846358627E-4,-2.629251681E-2,-9.386085051E-1,9.389769385E-1
1.136350954E1,1.403916478E-3,-1.183966152E-2,-9.058260906E-1,9.059045507E-1
1.137346554E1,2.033752967E-3,-1.323268756E-2,-9.130076408E-1,9.131057947E-1
1.138342154E1,-1.129870271E-2,-7.641579956E-3,-8.302315325E-1,8.303435746E-1
1.139337854E1,-1.192393452E-2,-1.554074803E-2,-8.640611833E-1,8.642831848E-1
1.140333454E1,-1.996489758E-2,-1.599964483E-2,-8.865127373E-1,8.868818518E-1
1.141329054E1,-3.675877701E-2,-2.169479633E-2,-8.730395830E-1,8.740823676E-1
1.142324654E1,-3.966844289E-2,-2.382884732E-2,-8.465429252E-1,8.478067726E-1
1.143320254E1,-3.280518215E-2,-1.961812114E-2,-8.704931206E-1,8.713319250E-1
1.144315854E1,-5.963063613E-3,-2.235127419E-2,-8.898023808E-1,8.901030359E-1
1.145311454E1,-1.502984757E-2,-3.454262746E-2,-9.094110185E-1,9.101909085E-1
1.146307154E1,-3.181680171E-2,-1.402407166E-2,-9.444381791E-1,9.450780167E-1
1.147302754E1,-1.092570517E-3,-2.137234066E-2,-9.174947941E-1,9.177443369E-1
1.148298354E1,1.631387785E-2,-1.505140917E-2,-9.224362761E-1,9.227032952E-1
1.149293954E1,-8.934070431E-3,-1.768587219E-2,-9.396528178E-1,9.398617057E-1
1.150289554E1,-2.185128244E-2,-1.404391564E-2,-9.270795500E-1,9.274433687E-1
1.151285154E1,-1.301085882E-2,-2.542627009E-2,-8.904058135E-1,8.908637889E-1
1.152280754E1,-8.943462521E-3,-2.093358021E-2,-8.800778764E-1,8.803722332E-1
1.153276454E1,-1.737019563E-2,-2.636239104E-2,-8.954981536E-1,8.960544863E-1
1.154272054E1,2.611128967E-3,-4.048568264E-2,-8.920535588E-1,8.929756213E-1
1.155267654E1,1.496370094E-2,-4.189889984E-2,-8.736430156E-1,8.747751419E-1
1.156263254E1,4.840288572E-3,-4.818902381E-2,-9.013336748E-1,9.026339256E-1
1.157258854E1,-7.999813277E-3,-3.877688868E-2,-9.278268242E-1,9.286712334E-1
1.158254454E1,7.086843643E-3,-3.515004354E-2,-8.528333598E-1,8.535868372E-1
1.159250154E1,4.147064611E-3,-2.959319696E-2,-8.787271696E-1,8.792351188E-1
1.160245754E1,-2.371727513E-2,-3.186820239E-2,-9.183929265E-1,9.192516842E-1
1.161241354E1,-3.920813911E-2,-2.327456782E-2,-9.430921501E-1,9.441937234E-1
1.162236954E1,-9.270870052E-3,-1.636811078E-2,-9.142028117E-1,9.143963282E-1
1.163232554E1,-1.544693677E-2,-2.203419065E-2,-9.368017155E-1,9.371881175E-1
1.164228154E1,-3.664444568E-2,-2.021130290E-2,-9.766177458E-1,9.775139557E-1
1.165223754E1,-2.836570194E-2,-2.530671280E-2,-9.484768510E-1,9.492383155E-1
1.166219454E1,-2.896924423E-2,-2.537883455E-2,-9.393440849E-1,9.401332949E-1
1.167215054E1,-4.530861229E-2,-1.707617205E-2,-9.507215971E-1,9.519537915E-1
1.168210654E1,-3.367261659E-2,-2.170740439E-2,-9.029708952E-1,9.038592225E-1
1.169206254E1,-2.956862038E-2,-2.271349093E-2,-8.924944389E-1,8.932729311E-1
1.170201854E1,-4.426336767E-2,-1.570366608E-2,-9.037199235E-1,9.049395289E-1
1.171197454E1,-3.850322071E-2,-1.595794687E-2,-9.092584062E-1,9.102131636E-1
1.172193054E1,-1.575095544E-2,-1.181625439E-2,-8.960875529E-1,8.963038653E-1
1.173188754E1,-2.370625678E-2,-1.523820944E-3,-9.570120317E-1,9.573068147E-1
1.174184354E1,-3.466284256E-2,-3.343940405E-2,-9.701869780E-1,9.713817368E-1
1.175179954E1,-7.602239158E-3,-5.053982377E-2,-9.417513835E-1,9.431371778E-1
1.176175554E1,-2.739619704E-2,-3.846113903E-2,-1.001778899E0,1.002891208E0
1.177171154E1,-1.523442702E-2,-4.520403849E-2,-1.014058052E0,1.015179406E0
1.178166754E1,-9.563852102E-3,-3.784000028E-2,-9.905645245E-1,9.913331479E-1
1.179162454E1,-1.383414678E-3,-1.164960874E-2,-1.020806909E0,1.020874317E0
1.180158054E1,6.552828401E-3,-2.943159454E-4,-1.024103569E0,1.024124575E0
1.181153654E1,-3.497402407E-3,-1.664775386E-2,-1.000156297E0,1.000300954E0
1.182149254E1,8.862917125E-4,-9.101483524E-3,-9.377361006E-1,9.377806869E-1
1.183144867E1,1.721990392E-2,4.471475445E-4,-8.959723628E-1,8.961379357E-1
1.184140467E1,1.236834118E-2,-2.640045276E-2,-9.486668855E-1,9.491147557E-1
1.185136067E1,-1.851389274E-2,-5.280150851E-2,-8.932797199E-1,8.950304026E-1
1.186131767E1,2.927920148E-3,-4.542391207E-2,-9.398305732E-1,9.409322031E-1
1.187127367E1,2.820020746E-3,-3.878715785E-2,-9.501573408E-1,9.509528739E-1
1.188122967E1,-2.690079169E-2,-6.655671788E-2,-9.869807661E-1,9.895880364E-1
1.189118567E1,-3.333605452E-2,-5.772044213E-2,-9.571932954E-1,9.595113062E-1
1.190114167E1,-4.839581424E-2,-4.460835340E-2,-9.594421345E-1,9.616970778E-1
1.191109767E1,-1.887587193E-2,-4.430515699E-2,-9.554011238E-1,9.566141086E-1
1.192105367E1,-4.046645992E-2,-4.802930346E-2,-9.735134590E-1,9.755371870E-1
1.193101067E1,-2.961432002E-2,-4.418594688E-2,-9.086982429E-1,9.102537572E-1
1.194096667E1,-2.045909693E-2,-5.216262711E-2,-9.887846321E-1,9.903709219E-1
1.195092267E1,-2.599145830E-2,-2.898600016E-2,-9.191787922E-1,9.200029327E-1
1.196087867E1,-3.153123831E-2,-3.498213708E-2,-9.946260005E-1,9.957403526E-1
1.197083467E1,-3.370762680E-2,-6.660800893E-3,-9.176883370E-1,9.183313423E-1
1.198079067E1,-2.621935353E-2,5.407943577E-4,-9.618465096E-1,9.622039570E-1
1.199074667E1,-1.037897224E-2,1.301071264E-2,-9.753196639E-1,9.754616591E-1
1.200070367E1,-5.850979798E-3,9.054559618E-3,-9.477757698E-1,9.478370793E-1
1.201065967E1,-1.531979637E-2,-6.271467693E-3,-1.050763364E0,1.050893750E0
1.202061567E1,-1.835011588E-2,-9.041421656E-3,-9.236747164E-1,9.239012153E-1
1.203057167E1,-2.765360244E-2,-6.757426132E-3,-1.016033242E0,1.016431962E0
1.204052767E1,-1.393689333E-2,3.796871211E-3,-9.765124959E-1,9.766193260E-1
1.205048367E1,8.044855110E-3,-5.893098023E-3,-9.449287605E-1,9.449813812E-1
1.206043967E1,1.028596496E-2,-3.511960147E-2,-9.170860738E-1,9.178159152E-1
1.207039667E1,-1.038872978E-2,-5.120459737E-2,-8.913413680E-1,8.928713629E-1
1.208035267E1,1.898645740E-3,-4.097511286E-2,-9.392435127E-1,9.401387881E-1
1.209030867E1,-5.099831857E-3,-3.206563728E-2,-9.456824666E-1,9.462396848E-1
1.210026467E1,1.512473691E-3,-4.692640895E-2,-9.670873690E-1,9.682263964E-1
1.211022067E1,-1.398452986E-2,-6.815938488E-2,-9.374484175E-1,9.400270232E-1
1.212017667E1,-2.263787912E-2,-4.272310143E-2,-1.039088228E0,1.040212518E0
1.213013267E1,5.017989110E-3,-2.730017480E-2,-9.305639058E-1,9.309777992E-1
1.214008967E1,2.732166331E-3,-2.834090609E-2,-9.305633211E-1,9.309988004E-1
1.215004567E1,-7.037050948E-3,-3.223538926E-2,-9.140963924E-1,9.146916721E-1
1.216000167E1,-2.029806096E-3,-2.381512463E-2,-9.173889595E-1,9.177002688E-1
1.216995767E1,-4.212105749E-2,-7.830845190E-2,-8.227862728E-1,8.275769739E-1
1.217991367E1,-4.464367423E-2,-9.836833019E-2,-9.220304793E-1,9.283370028E-1
1.218986967E1,-5.790336862E-2,-7.579484353E-2,-9.224795455E-1,9.273975255E-1
1.219982667E1,-4.506966216E-2,-5.439905919E-2,-9.775667489E-1,9.801159526E-1
1.220978267E1,-6.196997920E-2,-4.919185784E-2,-9.034772640E-1,9.069351045E-1
1.221973867E1,-4.020848807E-2,-2.091009999E-2,-9.581183249E-1,9.591895951E-1
1.222969467E1,-2.833670340E-2,-2.025332976E-2,-9.569260776E-1,9.575597549E-1
1.223965067E1,-6.363086253E-3,-1.172525709E-2,-9.844746494E-1,9.845650339E-1
1.224960667E1,-3.622949436E-2,-3.095168788E-3,-9.311872190E-1,9.318968791E-1
1.225956267E1,-2.090160325E-3,9.182595368E-3,-9.018523228E-1,9.019014918E-1
1.226951967E1,3.347019330E-2,1.286604887E-2,-8.994613963E-1,9.001758676E-1
1.227947567E1,1.532430969E-2,-1.027534861E-2,-8.921301574E-1,8.923209260E-1
1.228943167E1,2.310165469E-2,-9.204887878E-3,-9.338979882E-1,9.342290237E-1
1.229938767E1,3.529415913E-3,-2.180335354E-2,-8.674361962E-1,8.677173488E-1
1.230934367E1,1.683364050E-2,-1.455680782E-2,-9.057565087E-1,9.060298699E-1
1.231929967E1,-3.261191340E-2,-1.167148098E-2,-9.398884606E-1,9.405264902E-1
1.232925567E1,-3.238897003E-2,-1.441168724E-2,-9.951253527E-1,9.957566017E-1
1.233921267E1,-2.797929235E-2,-2.887649277E-2,-8.590565515E-1,8.599970065E-1
1.234916867E1,-2.192338591E-2,-3.390603013E-2,-9.517167932E-1,9.525728886E-1
1.235912467E1,-3.994032014E-2,-3.000666820E-2,-8.857034826E-1,8.871112041E-1
1.236908067E1,-3.327650428E-2,-3.684127757E-2,-9.577037573E-1,9.589896205E-1
1.237903667E1,-2.718036169E-2,-3.213786867E-2,-8.475322741E-1,8.485767911E-1
1.238899267E1,-3.923810609E-3,-1.544708295E-2,-9.668376929E-1,9.669690445E-1
1.239894867E1,-2.796127561E-2,-2.550803974E-2,-9.726767224E-1,9.734128103E-1
1.240890567E1,7.962628640E-4,-3.079363033E-2,-9.093578088E-1,9.098793910E-1
1.241886167E1,9.347322397E-4,-2.347958582E-2,-8.942410022E-1,8.945496826E-1
1.242881767E1,-3.652269568E-2,-2.271338129E-2,-9.753722888E-1,9.763200842E-1
1.243877367E1,-3.549303755E-2,-2.115999537E-2,-9.903394067E-1,9.912011106E-1
1.244872967E1,-1.868702514E-2,1.051694825E-3,-8.788224792E-1,8.790217637E-1
1.245868567E1,-4.661847996E-2,3.169611152E-2,-9.475336951E-1,9.492091600E-1
1.246864167E1,-1.704372000E-2,-5.461134966E-3,-9.217878199E-1,9.219615487E-1
1.247859867E1,-4.074796680E-3,-6.660837438E-3,-9.548707813E-1,9.549027069E-1
1.248855467E1,-1.667370088E-4,4.553592280E-3,-9.141577882E-1,9.141691444E-1
1.249851067E1,1.078584708E-2,-3.943325691E-3,-9.690953028E-1,9.691633455E-1
1.250846667E1,2.013106814E-2,-3.183361245E-2,-9.204476380E-1,9.212179401E-1
1.251842267E1,1.462788804E-2,-1.516656278E-2,-8.973973292E-1,8.976446770E-1
1.252837867E1,1.065870669E-2,-4.718686586E-2,-8.734488881E-1,8.747874990E-1
1.253833467E1,-5.014864504E-3,-7.666755874E-2,-9.050343776E-1,9.082897599E-1
1.254829167E1,1.813479217E-2,-2.667355428E-2,-9.737432545E-1,9.742773091E-1
1.255824767E1,7.721577175E-3,-3.842808399E-2,-9.592222792E-1,9.600227712E-1
1.256820367E1,1.342549950E-2,-3.553566741E-2,-9.692531776E-1,9.699972938E-1
1.257815967E1,2.141542733E-5,-4.204544568E-2,-9.496445400E-1,9.505748641E-1
1.258811567E1,-8.683023881E-3,-3.709097195E-2,-8.857274562E-1,8.865462547E-1
1.259807167E1,-2.544901941E-2,-8.028945202E-2,-8.855754286E-1,8.895717444E-1
1.260802867E1,-3.683665462E-2,-8.191715240E-2,-9.503906447E-1,9.546254430E-1
1.261798467E1,-2.312339902E-2,-4.314587340E-2,-1.017450607E0,1.018627506E0
1.262794067E1,-1.097606432E-2,-3.354924034E-2,-1.008769246E0,1.009386654E0
1.263789667E1,-3.072121622E-2,-3.908677284E-2,-1.009970849E0,1.011193693E0
1.264785267E1,-3.131797940E-2,-3.781770777E-2,-9.976987123E-1,9.989062596E-1
1.265780867E1,-2.700894691E-2,-3.276485464E-2,-9.327361465E-1,9.337021676E-1
1.266776467E1,-4.225269293E-2,-4.419680078E-2,-9.084854043E-1,9.105407058E-1
1.267772167E1,-5.918398194E-2,-2.051024180E-2,-9.204599172E-1,9.225886802E-1
1.268767767E1,-4.664144855E-2,2.672122736E-2,-9.179157937E-1,9.194883648E-1
1.269763367E1,-1.505301716E-2,1.552784761E-2,-9.200120205E-1,9.202661708E-1
1.270758967E1,1.150845330E-2,-9.623968787E-3,-8.228652102E-1,8.230019559E-1
1.271754567E1,-1.112516832E-2,-1.461769195E-2,-7.998154861E-1,8.000264108E-1
1.272750167E1,2.456744201E-4,-5.419252457E-2,-7.453311306E-1,7.472987250E-1
1.273745767E1,1.588929690E-2,-2.181504797E-2,-7.185391885E-1,7.190458480E-1
1.274741467E1,-6.762103904E-3,-1.089372821E-2,-6.935429263E-1,6.936614376E-1
1.275737067E1,3.749417402E-3,8.722858038E-3,-7.579096609E-1,7.579691290E-1
1.276732667E1,-4.563203640E-4,-3.006075494E-2,-6.844119143E-1,6.850719128E-1
1.277728267E1,8.429090269E-3,-2.236145200E-2,-7.154004031E-1,7.157994279E-1
1.278723867E1,-3.278716542E-3,-1.059446041E-2,-6.425037503E-1,6.425994567E-1
1.279719467E1,-7.039755285E-3,-1.997933289E-2,-6.339726627E-1,6.343264687E-1
1.280715067E1,-1.913713284E-2,-3.798033345E-2,-5.766424674E-1,5.782086741E-1
1.281710767E1,-5.808112398E-3,-1.521895017E-2,-6.344228983E-1,6.346319914E-1
1.282706367E1,-1.403074114E-2,-1.868607497E-2,-6.016404837E-1,6.020940979E-1
1.283701967E1,-3.416053019E-4,-2.964794151E-2,-6.287358963E-1,6.294346229E-1
1.284697567E1,-2.013925424E-2,-3.653957952E-2,-5.561397904E-1,5.577026062E-1
1.285693167E1,-3.885538755E-2,-2.409469463E-2,-5.176703739E-1,5.196853966E-1
1.286688767E1,-6.707231440E-3,2.889894973E-3,-4.932740360E-1,4.933280988E-1
1.287684367E1,-2.239056017E-2,2.473710263E-2,-4.947715080E-1,4.958952576E-1
1.288680067E1,-3.063504288E-2,9.747820124E-3,-5.321931034E-1,5.331632257E-1
1.289675667E1,-3.092482723E-2,8.008712009E-3,-4.814433646E-1,4.825020184E-1
1.290671267E1,-1.539292311E-2,-1.725555366E-2,-4.652769828E-1,4.658512283E-1
1.291666867E1,-2.226400450E-2,-3.166393356E-2,-4.311450309E-1,4.328791150E-1
1.292662467E1,-2.216209849E-2,-1.439100271E-2,-3.884802371E-1,3.893779067E-1
1.293658067E1,-1.952615540E-2,-3.344435591E-2,-3.595908988E-1,3.616703059E-1
1.294653667E1,-2.596061423E-2,2.808017509E-2,-3.721635818E-1,3.741232168E-1
1.295649367E1,-9.368902277E-3,1.372299487E-2,-4.083905911E-1,4.087284818E-1
1.296644967E1,-5.621348675E-3,4.380258881E-3,-2.693309391E-1,2.694252048E-1
1.297640567E1,-3.894934500E-2,-2.611454219E-2,-3.356453812E-1,3.389053595E-1
1.298636167E1,-3.941405246E-2,-2.366554555E-2,-2.432909489E-1,2.475964688E-1
1.299631767E1,-1.534605402E-2,-1.874016171E-2,-2.955317277E-1,2.965226755E-1
1.300627367E1,-2.695639506E-3,-3.165530892E-2,-2.338570511E-1,2.360051809E-1
1.301622967E1,1.705660215E-2,-2.073360544E-2,-3.595955765E-1,3.605964347E-1
1.302618667E1,4.269801322E-3,-2.228397639E-2,-2.289214164E-1,2.300430866E-1
1.303614267E1,-4.256772995E-3,-4.574673319E-2,-2.656004155E-1,2.695449210E-1
1.304609867E1,-7.972861268E-3,-1.895438908E-2,-1.537835258E-1,1.551522098E-1
1.305605467E1,-2.391604392E-2,-2.885436472E-3,-2.521313542E-1,2.532795347E-1
1.306601067E1,-2.747568263E-2,1.497150332E-2,-2.202494109E-1,2.224609225E-1
1.307596667E1,5.137729123E-3,1.003692839E-2,-2.407567656E-1,2.410206555E-1
1.308592267E1,3.197696060E-6,-1.238580974E-2,-2.522816277E-1,2.525854864E-1
1.309587967E1,-2.655348536E-3,-1.639840666E-2,-3.040780181E-1,3.045314429E-1
1.310583567E1,-1.043119518E-2,-3.909373468E-2,-3.193480217E-1,3.219010545E-1
1.311579167E1,2.378155796E-2,-2.573118411E-2,-3.202484930E-1,3.221595157E-1
1.312574767E1,1.419992667E-2,1.550400194E-2,-2.933092010E-1,2.940617272E-1
1.313570367E1,-5.302967783E-3,4.744430780E-3,-3.316289288E-1,3.317052570E-1
1.314565967E1,-2.160074752E-2,1.078115104E-2,-2.281957769E-1,2.294692531E-1
1.315561567E1,-8.804353606E-3,4.215513580E-3,-2.180151898E-1,2.182336137E-1
1.316557267E1,-4.255619997E-2,3.784707176E-2,-2.374747235E-1,2.442082621E-1
1.317552867E1,-4.484478191E-2,5.063506030E-3,-2.581305975E-1,2.620459862E-1
1.318548467E1,-2.703381585E-2,2.453528233E-3,-2.323864764E-1,2.339664963E-1
1.319544067E1,-1.071328679E-2,-4.147923421E-3,-1.482614154E-1,1.487058407E-1
1.320539667E1,-1.254308157E-2,-9.465765059E-3,-1.647306830E-1,1.654784805E-1
1.321535267E1,-2.239585921E-2,-3.122670801E-2,-1.813496393E-1,1.853763024E-1
1.322530967E1,-3.555309942E-2,-2.301933685E-2,-1.906297553E-1,1.952783048E-1
1.323526567E1,-1.811871232E-2,-5.425667949E-3,-1.886832172E-1,1.896288007E-1
1.324522167E1,-1.566231530E-3,1.518467087E-3,-1.954221332E-1,1.954343086E-1
1.325517767E1,-2.678088723E-2,-2.130186344E-2,-1.855467707E-1,1.886758846E-1
1.326513367E1,-3.780694524E-2,-1.951279817E-2,-1.874933088E-1,1.922598638E-1
1.327508967E1,-1.175485862E-2,-1.667024737E-2,-1.985702741E-1,1.996151988E-1
1.328504567E1,-1.553243402E-2,-7.264946178E-3,-1.666854072E-1,1.675650945E-1
1.329500267E1,1.277227415E-2,3.568025809E-3,-1.672859162E-1,1.678107254E-1
1.330495867E1,-4.659627881E-2,-1.408813521E-5,-1.211829597E-1,1.298326735E-1
1.331491467E1,-3.261783371E-2,1.017583631E-2,-1.698358870E-1,1.732388502E-1
1.332487067E1,1.324304810E-2,-1.501930431E-3,-1.436450386E-1,1.442620228E-1
1.333482667E1,-1.982023381E-3,2.139240392E-3,-6.715644121E-2,6.721973194E-2
1.334478267E1,-4.352628959E-2,5.264229979E-3,-3.482426226E-2,5.599088538E-2
1.335473867E1,-3.152829643E-2,1.499405164E-2,1.848889589E-3,3.496102764E-2
1.336469567E1,-3.723693307E-2,-1.896569978E-2,-1.030858272E-1,1.112338740E-1
1.337465167E1,1.614781693E-3,1.031651666E-2,-8.063661218E-2,8.130990874E-2
1.338460767E1,-9.422258120E-3,-2.107369412E-2,-8.976528525E-2,9.268595346E-2
1.339456367E1,4.209392276E-3,1.519590849E-2,-9.785256922E-2,9.911488244E-2
